File name,Radar name,Frequency,PRT,PRF,Pulsewidth,Receiving time,Dead time,Peak Power,Average Power,Instrumented Range,Range Resolution,Accuracy,Beamwidth,Hits per scan,Antenna Rotation,MTBCF,MTTR
karte026.en.html,AN/SPS-8,,"3 430 … 3 570 MHz
	(S-Band)",,500 or1000 Hz,1 or 2 µs,,,650 kW,,60 NM(≙ 111 km),,,3.5°,1.1°,,,,
karte027.en.html,AN/TPS-40,"5 280 ±30 MHz
	(C-Band)",,,,,,1 MW,,100 NM (≙ 185 km),,,,,,,
karte028.en.html,AN/TPS-48,"2 900 … 3 100 MHz
	 (S-Band)",,250 ±25 Hz,6.7 µs,,,2.8 MW,4.7 kW,242 mi (≙ 388 km),,,,,,,
karte029.en.html,ASR 5,"2 700 … 2 900 MHz
	(S-Band)",,710 … 1 200 Hz,0.833 µs,,,425 kW,380 W,60 NM (≙ 111 km),187 m,± 2%,1.5°,,15 rpm,,
karte030.en.html,ACR 430,"9 320 and 9 460 MHz
	(X-Band)",,2 kHz or 1 kHz,0.2 or 0.5 µs,,,2 × 55 kW,110 W,32 NM (≙ 60 km),100 m,±1%,0.55°,,20 or 40 rpm,,
karte031.en.html,Type 424,X-Band,,,,,,,,25 NM (≙ 46 km),,,,,,,
karte032.en.html,AR-1,"2 750 … 3 050 MHz
	(S-Band)",,700 Hz,1 µs,,,2 × 650 kW,2 × 455 W,70 NM (≙ 130 km),,,,,15 rpm,,
karte033.en.html,AN/TPS-27,"2 700 … 2 900 MHz
	(S-Band)",,300 Hz,6 ±0.5 µs,,,3.5 MW,6.3 kW,250 NM (≙ 463 km),,,,,,,
karte034.en.html,AR-5,"1 250 … 1 355 MHz
	(L-Band)",,680 … 270 Hz,2 … 5 µs,,,2 × 2 MW,,300 NM (≙ 555 km),,,1.2°,,4 … 14 rpm,,
karte035.en.html,AN/SPN-6,"3 550 … 3 700 MHz
	(F-Band)",,760 Hz,0.33 or 1.25 µs,,,500 kW,,,,,2°,,15 or 30 rpm,,
karte036.en.html,AN/TPS-13,"2 927 MHz
	(S-Band)",,,,,,,10 W,,,,,,,,
karte037.en.html,AN/FPS-24,"214 … 236 MHz
	(VHF-Band)",,278 Hz,20 µs,,,5 MW,,250 NM (≙ 463 km),200 m,,,,5 rpm,,
karte038.en.html,AN/FPS-19,"1 220 … 1 350 MHz
	(L-Band)",2 500 µs,400 Hz,2 µs,,,2 × 500 kW,,160 NM (≙ 300 km),300 m,,2° and 6.5°,,"3.3, 5, 6.6, and 10 rpm",,
karte039.en.html,AN/TPN-12,"9 000 … 9 160 MHz
	(X-Band)",,1 500 Hz,0.55 µs,,,150 kW,120 W,40 NM (≙ 74 km),300 ft or 1% (≙ 90 m),,,,,,
karte040.en.html,AN/TPN-14,"7 750 … 8 400 MHz
	(C/X-Band)",,1 200 Hz,"0.2 ±0.05 or
	0.8 ±0.1 µs",,,200 ±25 kW,,40 NM (≙ 74 km),,,,,,,
karte041.en.html,AN/MPG-1,"9 090 MHz
	(X-Band)",,"1 024 Hz (PPI) or
	4 097 Hz (Tracking)",,,,35 kW,,25 km,,"±3%, ±2°",0.55°,,,,
karte042.en.html,AN/FPS-23,"475 … 525 MHz
	(UHF-Band)",,,,,,,1 kW,,,,,,,,
karte043.en.html,SK,"200 MHz
	(VHF-Band)",,,5 µs,,,200 … 250 kW,,162 mi (≙ 300 km),550 m,"±90 m, ±3°",10°,,4.5 rpm,,
karte044.en.html,OAR M-61,S-Band,,200 … 900 Hz,1 µs,,,1 MW,,180 km,300 m,100 m; 1°,1.3°,,,,
karte045.en.html,AN/FPN-33,"9 000 … 9 160 MHz
	(X-Band)",,1 500 Hz,0.5 µs,,,50 kW,36 W,,,,"β= 0.85°, ε= 2.5°",,,,
karte046.en.html,AN/TPN-501,X-Band,,,,,,,,,,,,,,,
karte047.en.html,LP-23,,"1 250 … 1 350 MHz
	(D-Band)",,350 … 375 Hz,3 µs,,,2.2 MW,,240 NM (≙ 510 km),450 m,,1.2°,,3 … 6 rpm,,
karte048.en.html,AN/SPS-501,"1 250 … 1 350 MHz
	(L-Band)",,300 or 600 Hz,"4 µs (for 300 Hz) or 
	1 µs (for 600 Hz)",,,500 kW,,200 NM (≙  370 km),,,,,2.5 … 15 rpm,,
karte049.en.html,AN/SPS-3,"9 003 … 9 168 MHz, and
	9 345 … 9 405 MHz
	(X-Band)",,3000 or 1500 Hz,"0.25, 0.33 or 1.33 µs",,,2×200 kW,,25 NM (≙ 46 km),,,,,,,
karte050.en.html,Selenia ATCR-2/2TI,"1 250 MHz … 1 350 MHz
	(L-Band)",,triple staggered,,,,2 MW,,300 km,,,1.25°,,5-10,,
karte051.en.html,ATCR-22,"1 240 … 1 355 MHz
	(L-Band)",1280 … 1536 µs,430 ± 21.5 Hz,3 ± 0.3 µs,,,1.8 MW,2.25 kW,200 NM (≙  370 km),,,1.2° ± 0.15°,,6 rpm,,
karte052.en.html,TRS 2100 “Tiger S”,"2 700 … 2 900 MHz
	(S-Band)",,,,,,,,60 NM (≙ 111 km),,,,,15 rpm,800 hrs,30 min
karte053.en.html,JY-8,,C-Band,,"365, 500 Hz",3 … 3.3 µs,,,2×800 kW,,350 km,1 000 m; 0.6°,500 m; 0.3°,,,3 or 6 rpm,>150 hrs,30 min
karte054.en.html,Ratac S,"9.5 GHz
	(X-Band)",,,,,,7 kW,,38 km,,±10 m; ±0.6º,,,0.7 or 3 rpm,,
karte055.en.html,Flair or Master-S,S-Band,,,,,,,,150 or 200 km,300 m,30 m; 0.2°,3.5°,,,,
karte056.en.html,Type 408C,"100 … 120 MHz (low band)
	150 … 180 MHz (high band)",,200 Hz,10 µs,,,800 kW,,600 km,,,"12° (low band)
	8° (high band)",,6 rpm,,
karte057.en.html,AN/APG-30,,9 335 …9 415 MHz,,600 Hz,0.3 … 0.55 µs,,,> 5 kW,1.6 W,,,,,,,,
karte058.en.html,Pluto,S-Band,,random stagger,,,,135 kW,,60 NM (≙ 110 km),,40 m; 0.35º,1.5º,,12 or 15 rpm,,
karte059.en.html,ELM-2228X - SGRS,X-Band,,,,,,,,100 km,,10 m; 0.15°,,,12 or 24 rpm,,
karte060.en.html,ELM-2228S AMDR,S and X-Band,,,,,,,,100 km,,,,,12 or 24 rpm,,
karte061.en.html,AN/FPS-26,"5 400 … 5 900 MHz
	(C-Band)",3000 … 3045 µs,333 … 328 Hz,4.5 µs,,,2 × 2.5 MW,,240 NM (≙ 450 km),700 m,,,,,,
karte062.en.html,Marconi S 314,"2 900 … 3 100 MHz
	(S-Band)",,200 … 1 000 Hz,0.5 … 2.5 µs,,,1 MW,,,,,β= 0.75°; ε= 2.5°,,0.5 … 10  min⁻¹,,
karte063.en.html,AN/TPN-25,"9 000 … 9 200 MHz 
	(X-Band)",,3 500 Hz,1 µs,,,2×12.5 kW,,20 NM (≙ 37 km),,,β=1.4°; ε=0.75°,,,,
karte064.en.html,S 303 (Marconi),S + L-Band,,,,,,,,100 NM (≙ 185 km),,,,,,,
karte065.en.html,AN/SPS-58,"1 215 … 1 365 MHz
	(L-Band)",435 or 328 µs,2 290 or 3 050 Hz,5 µs,,,12 kW,200 W,25 NM (≙ 46 km),750 m,± 185 m; ± 0.5°,6°,,20 min⁻¹ (15 min⁻¹),,
karte066.en.html,AN/FPS-77,"5 450 … 5 650 MHz
	(C-Band)",3 086 µs,324 Hz,2 µs,,,300 kW,200 W,200 NM (≙ 370 km),300 m,,1.68°,,0 … 5 … 8 min⁻¹,,
karte067.en.html,AN/TPS-68,C-Band,,375 Hz,2 µs,,,165 kW,,200 NM (≙ 370 km),,,2°,,,,
karte068.en.html,Type 293,S-Band,,500 Hz,0.7 and 1.9 µs,,,500 kW,,25 NM (≙ 46 km),110 or 300 m,,2°,,"5, 10 or 15 min⁻¹",,
karte069.en.html,Type 281,"39 … 72 MHz
	(HF-Band)",,50 Hz,,,,60 … 70 kW,,100 NM(≙ 185 km),,,35°,,,,
karte070.en.html,"ARSR-1, -2","1 215 … 1 350 MHz
	(L-Band)",,360 Hz,2 µs,,,4 MW,2.9 kW,200 NM (≙ 370 km),,,1.2°,,6 min⁻¹,,
karte071.en.html,"ASDE-1, -2","24 GHz
	(K-Band)",,5 or 20 kHz,20 ns,,,40 kW,,,,,,,60 min⁻¹,200 hrs,
karte072.en.html,ASDE-3,"15.7 … 16.2 GHz
	(Ku-Band)",,"13, 16 or 20 kHz",36 ns,,,10 kW,,18 000 ft (≙ 5 500 m),,,0.25°,,62 min⁻¹,,
karte073.en.html,AN/MPQ-4,"16 GHz
	(Ku-Band)",,7 000 Hz,0.25 µs,,,50 kW,285 W,15 km,,50 m,,,,,
karte074.en.html,AN/SPN-13,"3 070 and 9 375 MHz
	(S- and
		X-Band)",,1 200 Hz,1 µs,,,,,50 NM (≙ 92 km),,,,,10 min⁻¹,,
karte075.en.html,S 600 series (Marconi),"590 … 610 MHz
	(UHF-Band)",,600 Hz,3.2 µs,,,500 kW,,220 NM (≙ 410 km),,,,,7.5 or 10 min⁻¹,,
karte076.en.html,S 613,"5.3 … 5.4 GHz
	(C-Band)",,300 Hz,5 µs,,,1 MW,,150 NM (≙ 280 km),,,,,,,
karte077.en.html,S 239,"3 000 MHz
	(S-Band)",,160 … 550 Hz,2 µs,,,> 900 kW,,110 NM (≙ 200 km),,,,,,,
karte078.en.html,S 609,"9 415 … 9 475 MHz
	(X-Band)",,360 Hz,2 µs,,,70 kW,,200 NM (≙ 370 km),,1%,1.4°,,13 min⁻¹,,
karte079.en.html,Type 13 CMH,S-Band,,500 Hz,0.6 or 1.9 µs,,,500 kW,,,,,,,,,
karte080.en.html,DA 01,S-Band,,,,,,,,50 NM (≙ 90 km),,,,,,,
karte081.en.html,DA 05,S-Band,,500 or 1 000 Hz,1.3 or 2.6 µs,,,1.2 MW,,,,,1.7°,,,,
karte082.en.html,Type 85,S-Band,,250 Hz,10 µs,,,8 MW,,300 NM (≙ 555 km),,,0.5°,,4 min⁻¹,,
karte083.en.html,AN/TPQ-11,"34.5 … 35.2 GHz
	(Ka-Band)",,1 000 Hz,0.5 µs,,,80 … 120 kW,,,,,,,,,
karte085.en.html,Cossor CR 21,,"2 940 … 2 980 MHz 
	(S-Band)",,770 Hz,1 µs,,,500 kW,385 W,70 NM(≙ 130 km),,,1.4°,,12 or 20 min⁻¹,,
karte086.en.html,Cossor CR 353,S-Band,,,,,,,,200 NM (≙ 370 km),,,,,,,
karte087.en.html,Cymbeline FA 15,X-Band,,4 000 Hz,0.25 µs,,,100 kW,,20 km,,60 m,,,,,
karte088.en.html,RAN 3L,L-Band,,,,,,,,200 km,,"70 m, 0.4°",,,6 min⁻¹,,
karte089.en.html,RAN 10S,F-Band,,,,,,,,60 NM (≙ 110 km),,"20 m, 0.35°",,,15 and 30 min⁻¹,,
karte090.en.html,DRBV 22A,D-Band,,,,,,400 kW,,130 km,,,,,6 or 12 min⁻¹,,
karte091.en.html,TRS 3415,X-Band,,,,,,,,120 km,3 m,,0.6°,,11 min⁻¹,,
karte092.en.html,W-160,"9.7 … 9.9 GHz
	(I-Band)",,1 560 … 125 000 Hz,0.25 or 8 µs,,,16 kW,,75 km,,,1.8°,,"15, 20 and 25 min⁻¹",600 hrs,
karte093.en.html,HR-76,I-Band,,1 000 … 3 000 Hz,0.25; 0.5 or 1 µs,,,250 kW,,40 km,,,2.7º,,,,
karte094.en.html,ST1802,"8.6 … 9.5 GHz
	(X-Band)",,,,,,50 kW,,40 km,,,,,20 min⁻¹,,
karte095.en.html,ST801,"8.6 … 9.5 GHz
	(X-Band)",,3 000 or 4 400 Hz,0.3 µs,,,180 kW,160 W,30 km,,,2.4°,,20 min⁻¹,,
karte096.en.html,SR,"175 … 225 MHz
	(VHF-Band)",,60 or 200 Hz,1; 4 or 20 µs,,,300 kW,,200 mi (≙ 320 km),150 m,±90 m; ±2°,20°,,1¼ or 7 min⁻¹,,
karte097.en.html,Type 271,S-Band,,500 Hz,0.7 or 1.5 µs,,,7 kW,,11 NM (≙ 20 km),,"250 m, 2°",6°,,2 min⁻¹,,
karte098.en.html,AWS-1,"2 700 … 3 100 MHz
	(S-Band)",,700 Hz,1 µs,,,650 kW,,75 NM (≙ 139 km),,,,,15 min⁻¹,,
karte099.en.html,Type 965,"216 … 224 MHz
	(VHF-Band)",,200 or 400 Hz,3.8 and 10 µs,,,450 kW,,,,,12°,,10 min⁻¹,,
karte100.en.html,Type 983,"3 GHz
	(S-Band)",,500 Hz,0.7 or 1.9 µs,,,500 kW,,130 km,,,β= 5°; ε= 2.1°,,7 min⁻¹,,
karte001.en.html,Argos 45,C-Band,,,,,,15 kW,,45 km,,,,,30 min⁻¹,,
karte002.en.html,Rascal,K-Band,,,,,,,,20 km,,,,,,,
karte003.en.html,MRK-1 “Shkval-2”,"1 770 … 1 790 MHz
	 (L-band)",,457 Hz,0.5 or 1.1 µs,,,10 kW,,300 km,,30 m; 7.2°,6°,,,,
karte004.en.html,Jawor-M2,L-Band,,400 Hz,3 µs,,,1.5 MW,,350 km,,,,,6 min⁻¹,,
karte005.en.html,Type 40,X-Band,,,,,,20 kW,,120 NM (≙ 222 km),,,1.2°,,,,
karte006.en.html,Type 86,X-Band,,,,,,,,,,,,,,,
karte007.en.html,Type 268,"9 320 … 9 475 MHz
	(X-Band)",,500 Hz,0.75 µs,,,30 kW,15 W,30 NM (≙ 55 km),100 m,,2.5°,,22 min⁻¹,,
karte008.en.html,Type 282,"600 MHz
	(UHF-Band)",,,,,,25 kW,,3.5 NM (≙ 6.5 km),,,,,,,
karte009.en.html,Type 291,"214 MHz
	(VHF-Band)",,500 Hz,1.1 µs,,,100 kW,55 W,35 NM (≙ 65 km),180 m,,40°,,,,
karte010.en.html,Type 262,"9.67 GHz
	(X-Band)",,1.5 kHz,0.5 µs,,,30 kW,,29 NM (≙ 54 km),,,5.2°,,,,
karte011.en.html,Type 960,"86 … 90 MHz
	(VHF-Band)",,250 Hz,5 and 15 µs,,,450 kW,,175 NM (≙ 324 km),,,35°,,0 … 7 min⁻¹,,
karte012.en.html,EL/M-2125,Ku-Band,,,,,,,,,,,,,60 min⁻¹,,
karte013.en.html,P-70 Lena-M,VHF-Band,,70 and 140 Hz,50 µs,,,2 × 65 MW,2 × 10 kW,2 300 km,,"650 m, 0.7°",,,,,
karte014.en.html,Type 277,"2 940 … 3 060 MHz
	(S-Band)",,500 Hz,0.7 or 1.9 µs,,,400 kW,,,,,4.5°,,,,
karte015.en.html,MR-500,UHF-Band,,,,,,2 MW,,300 km,,,,,,,
karte016.en.html,P-20 «Periskop»,S-Band,,,1 µs,,,5 × >0.5 MW,,,400 m,±0.5°; ±500 m,1.3°,,,,
karte017.en.html,ACR 6,"S-Band
(λ = 10 cm)",,,,,,,,,,,,,,,
karte018.en.html,AR-3D (Type 94 radar),"2 915 … 3 055 MHz
	(S-Band)",4 000 µs,250 Hz,36 µs,,,1.1 MW,10 kW,260 NM (≙ 480 km),,,β= 1°; ε= 2°,,6 min⁻¹,,
karte019.en.html,Type 992,"2 940 … 3 060 MHz
	(S-Band)",,833 Hz,2 µs,,,2 MW,,30 NM (≙ 55 km),,,2°,,30 min⁻¹,,
karte020.en.html,AN/TPS-21,"9375 ±30 MHz
	(I-Band)",,1 600 Hz,6.4 µs,,,4 … 7 kW,2 … 4 W,18.3 km,,,β= 10° ;ε= 3°,,1.5 min⁻¹,,
karte021.en.html,AN/FPS-28,"410 … 690 MHz
	(UHF-Band)",,,,,,,,,,,,,,,
karte022.en.html,AN/FPN-1 (XN-2),,"2 880 MHz
	(S-Band)",,2 000 Hz,0.5 µs,,,150 kW,,30 NM(≙ 56 km),,,5°,,30 min⁻¹,,
karte023.en.html,AN/FPN-16,"9 000 … 9 160 MHz
	(X-Band)",,5 500 or 1 883 Hz,0.18 µs,,,45 kW,,8 NM (≙ 15 km),200 ft,,0.6°,,,,
karte024.en.html,AN/FPN-28,,"2 775 … 2 900 MHz
	(S-Band)",,1 200 Hz,0.8 µs,,,500 kW,,50 NM (≙ 92 km),,1%,2.2°,,15 and 30 min⁻¹,,
karte025.en.html,AN/FPN-32,S-Band,,,,,,,,50 mi (≙ 80 km),,,,,,,
karte026.en.html,TRS-N,"5.5 or 9.3 GHz
	(G + I Band)",,,,,,,,,,,,,,,
karte027.en.html,Type 273Q,S-Band,,,,,,100 kW,,42 km,,,,,,,
karte028.en.html,Type 84,L-Band,,250 Hz,10 µs,,,2.5 MW,,240 km,,,,,4 min⁻¹,,
karte029.en.html,Type 274,"3 230 … 3 340 MHz
	(F-Band)",,500 Hz,0.5 µs,,,400 kW,,16 NM (≙ 30 km),80 m,100 m; 5 minutes,1°,,,,
karte030.en.html,Type 279,"39 … 42 MHz
	(A-Band)",,50 Hz,7 … 30 µs,,,60 or 70 kW,,65 … 95 NM(≙ 120 … 175 km),,,84°,,,,
karte031.en.html,Type 285,UHF-Band,,,1.7 µs,,,25 kW,,8.5 NM (≙ 16 km),,,18°,,,,
karte032.en.html,Type 275,"3 450 … 3 614 MHz
	(F-Band)",,500 Hz,0.5 µs,,,400 kW,,16 NM (≙ 30 km),,,7°,,,,
karte033.en.html,Type 283,"≈ 580 MHz
	(UHF-Band)",,,,,,25 kW,,8.5 NM (≙ 16 km),,,,,,,
karte034.en.html,JTPS-P5,S-Band,,400 Hz,25 µs,,,60 kW,,320 km,150 m,,1.5°,,6 min⁻¹,,
karte035.en.html,SATRAPE,S-Band,,,,,,,,,,,,,,,
karte036.en.html,AN/PPS-5A/B,"16 … 16.5 GHz
	(J-Band)",,4 kHz,0.25 µs,,,,,10 km,,± 20 m;,1.1°,,,,
karte037.en.html,AN/MPQ-10,"2 700 … 2 860 MHz
	(S-Band)",,1100 Hz,0.8 µs,,,200 kW,180 W,10 km,,30 m,5°,,,,
karte038.en.html,Zarya,J-Band,,"1,8 … 2 kHz",0.25 µs,,,10 kW,,60 km,40 m,,2.5°,,,,
karte039.en.html,S 706,"3 ± 0.15 GHz
	(S-Band)",,1 000 Hz,12.5 µs,,,160 kW,2 kW,64 NM (≙ 118 km),250 m,,1°,,6 min⁻¹,,
karte040.en.html,S 711,"3 ± 0.15 GHz
	(S-Band)",,1 000 Hz,12.5 µs,,,160 kW,2 kW,64 NM (≙ 118 km),250 m,,1.5°,,15 min⁻¹,,
karte041.en.html,S 712,"3 ± 0.15 GHz
	(S-Band)",,1 000 Hz,12.5 µs,,,160 kW,2 kW,64 NM (≙ 118 km),250 m,,3°,,15 min⁻¹,,
karte042.en.html,AN/FPS-40,"9 000 … 9 160 MHz
	(X-Band)",,1500 Hz,0.18 or 0.6 µs,,,200 kW,,40 NM (≙ 74 km),,,,,,,
karte043.en.html,AN/FPS-33,"1 350 … 1 450 MHz
	(L-Band)",,,6 µs,,,10.4 MW,26 kW,,,,1.2°,,6.6 and 10 min⁻¹,,
karte044.en.html,AN/SPS-38 (XN-1),"510 … 690 MHz
	(UHF-Band)",,,,,,,,,,,,,5 or 15 min⁻¹,,
karte045.en.html,AN/SPS-37,"215 … 225 MHz
	(VHF-Band)",,290 … 300 Hz,,,,250 kW,,200 NM (≙ 370 km),,,19°,,"7,5 or 15 min⁻¹",,
karte046.en.html,AN/SPG-34,X-Band,,,,,,25 … 30 kW,,23 km,,,2.4°,,,,
karte047.en.html,Type 903,"8 500 … 9 600 MHz
	(X-Band)",,3000 Hz,0.1 µs,,,50 kW,,15 NM (≙ 28 km),,,,,,,
karte048.en.html,AN/APS-20,"2 860 … 2 880 MHz
	(S-Band)",,300 Hz,2 µs,,,1 MW,,250 NM (≙ 460 km),,,,,6 or 3 min⁻¹,,
karte049.en.html,AN/APS-94,"9 100 … 9 400 MHz
	(X-Band)",,694 … 809 Hz,0.2 µs,,,160 kW,,50 NM (≙ 92 km),30 m,,0.45°,,,,
karte050.en.html,AN/APS-116,"9.5 … 10 GHz
	(X-Band)",,500 or 2000 Hz,0.5 µs,,,500 kW,,150 NM (≙ 280 km),,,,,,,
karte051.en.html,REL-3,L-Band,,,,,,,,,,,,,,,
karte052.en.html,AN/APQ-39,"34.5 GHz
	(Ka-Band)",,683 Hz,0.8 µs,,,9 kW,5 W,,,,0.6°,,,,
karte053.en.html,AN/APQ-13,"9 375 MHz
	(X-Band)",,1350 or 675 Hz,0.5; 0.75; 2.25 µs,,,35 kW,,100 NM (≙ 185 km),,,3°,,13 min⁻¹,,
karte054.en.html,AN/APQ-120,X-Band,,,,,,,,50 NM (≙ 93 km),,,,,,,
karte055.en.html,AN/SPN-8,"9 000 … 9 180 MHz
	(X-Band)",,4000 Hz,0.25 µs,,,40 … 60 kW,,6 NM (≙ 11 km),,,1.5°,,,,
karte056.en.html,"SG-3, SG-4","3 400 … 3 700 MHz
	(S-Band)",,750 Hz,0.33 or 1.25 µs,,,300 … 500 kW,,80 NM (≙ 148 km),200 yards,±100 yards; ±0.75°,3°,,2.5 or 5 min⁻¹,,
karte057.en.html,JTPS-P18,S-Band,,,,,,,,360 km,,,,,,,
karte058.en.html,Type 974,"9 345 … 9 405 MHz
	(X-Band)",,1000 Hz,0.14 or 0.26 µs,,,7 kW,,25 NM (≙ 46 km),,2%,1.6°,,24 min⁻¹,,
karte059.en.html,Type 1002,"9 650 MHz ± 50 MHz
	(X-Band)",,400 … 500 Hz or2 000 … 2 500 Hz,1 µs or 0.2 µs,,,30 kW,,,,,,,,,
karte060.en.html,Type 978,"9 410 MHz 
	(X-Band)",,1 000 or 2 000 Hz,1 µs or 0.2 µs,,,,,40 NM (≙ 74 km),< 46 m,2%,,,20 or 24 min⁻¹,,
karte061.en.html,AN/TPS-22,"406 … 450 MHz
	(UHF-Band)",,295 Hz,5 µs,,,2 MW,,750 km,,,,,6 min⁻¹,,
karte062.en.html,AN/TPS-34,"1 250 … 1 350 MHz
	(L-Band)",,295 Hz,6 µs,,,2×(4 … 5 MW),,250 NM (≙ 470 km),0.5 NM (≙ 925 m),,1.6°,,6 min⁻¹,,
karte063.en.html,Type 1006,"9445 or 9650 MHz
	(X-Band)",,800 or 1600 Hz,0.08; 0.25 or 0.75 µs,,,25 kW,,32 NM (≙ 60 km),,,,,,,
karte064.en.html,AN/APN-81,X-Band,,8800 Hz,1 µs,,,,,,,0.1%; 0.1°,,,,,
karte065.en.html,AN/MPN-5,"2 740 … 2 900 MHz
	(S-Band)",,1 200 Hz,0.8 µs,,,350 kW,400 W,50 NM(≙ 92 km),,,2.5°,,15 min⁻¹,,
karte066.en.html,NUR-41,S-Band,,,9 µs,,,600 kW,,360 km,200 m,,β= 3.6° ; ε= 0.8°,,,,
karte067.en.html,RDR-1E,X-Band,,200 Hz,5.5 µs,,,50 kW,,300 NM (≙ 550 km),,,3°,,15 min⁻¹,,
karte068.en.html,ORB 37,X-Band,,,0.4 or 2.5 µs,,,10 kW,,,,,,,,,
karte069.en.html,Type 278,S-Band,,400 or 500 Hz,0.5 or 2 µs,,,600 kW,,90 km,,,β= 4.5° ;ε= 2.5°,,,,
karte070.en.html,MR-212,"9 400 … 9 460 MHz
	(X-Band)",,,0.8 µs,,,12 or 20 kW,,25 NM (≙ 46 km),130 m,,1.1°,,3 min⁻¹,,
karte071.en.html,1L13-3 Nebo-SV,"180 … 220 MHz
	(VHF-Band)",,300 Hz,,,,140 kW,,360 km,,,6°,,3 or 6 min⁻¹,,
karte072.en.html,Meteorit 2,"1 770 … 1 795 MHz
	(L-Band)",,416 Hz,1.5 µs,,,200 kW,,300 km,,,5°,,,,
karte073.en.html,57U6 “Periskop-VM”,L-Band,,,,,,100 kW,,300 km,,,,,,,
karte074.en.html,1L117,"2 695 … 3 115 MHz
	(S-Band)",,375 or 750 Hz,1.2 µs,,,5 × 700 kW,,450 km,125 m,,1°,,6 or 12 min⁻¹,350 hrs,
karte075.en.html,Shahine,S-Band,,,,,,,,19.5 km,,,1°,,60 min⁻¹,,
karte076.en.html,EKCO E-120,"9 375 MHz
	(X-Band)",,400 Hz,2 µs,,,60 kW,50 W,120 NM (≙ 222 km),,,5°,,,,
karte077.en.html,AN/MPS-4,"6 275 … 6 575 MHz
	(C-Band)",,615 … 650 Hz,0.37 or 1.3 µs,,,140 kW,,80 mi (≙ 128 km),,,β= 3.8° ;ε= 0.8°,,,,
karte078.en.html,AN/MPQ-35,"1 250 … 1 350 MHz
	(L-Band)",,667 or 800 Hz,3 µs,,,450 kW,1 kW,100 km,,,,,20 min⁻¹,,
karte079.en.html,NMD-401,"9 320 … 9 430 MHz
	(X-Band)",,2 000 Hz,0.3 µs,,,30 kW,,40 NM (≙ 74 km),,,1.8°,,10 min⁻¹,,
karte080.en.html,NMD-411,X-Band,,,,,,,,,,,,,,,
karte081.en.html,Type 6,"176 … 212 MHz
	(VHF-Band)",,,,,,85 kW,,18 NM (≙ 33 km),,,,,4 min⁻¹,,
karte082.en.html,JPPS-P10,X-Band,,10 kHz,0.5 µs,,,25 W,,10 km,500 m,,4.4°,,,,
karte083.en.html,ASR-2,"2 700 … 2 900 MHz
	(S-Band)",,1 200 Hz,1 µs,,,650 kW,400 W,50 NM (≙ 93 km),,,2.3°,,25 min⁻¹,,
karte084.en.html,ASR-10SS,S-Band,,710 … 1 032 Hz(∅ 825 Hz),1 and 100 µs,,,19.5 kW,,60 or 80 NM (≙ 111 or 148 km),,,1.4°,13,"12, 12.5 or 15 min⁻¹",,
karte085.en.html,ASR-B1,"2 750 … 2 950 MHz
	(S-Band)",,,1 µs,,,,,100 km,,,,,13 min⁻¹,,
karte086.en.html,AN/MSG-1,"2 800 MHz
	(S-Band)",,1 100 Hz,0.8 or 0.2 µs,,,250 kW,,73 km,,"23 m, 0.08°",5°,,,,
karte087.en.html,HF-200,"2 800 … 3 010 MHz
	(S-Band)",,270 Hz,5.5 µs,,,2.5 MW,,280 km,,,β= 3° ;ε= 0.75°,,,,
karte088.en.html,Type 286,"214 MHz
	(VHF-Band)",,200 … 800 Hz,2 µs,,,6 kW,,25 NM (≙ 46 km),,,,,,,
karte089.en.html,Ceros 200,"15.5 … 17.5 GHz
	(J-Band)",,,,,,1.5 kW,,,,,1.3°,,,,
karte090.en.html,MR-310 “Angara-A”,L-Band,,,,,,,,200 km,,,,,6 or 12 min⁻¹,,
karte091.en.html,MR-320 “Topaz”,S-Band,,,,,,,,54 NM (≙ 100 km),,,,,,,
karte092.en.html,P-80 “Altai”,"2 060 … 2 690 MHz
	(S-Band)",,,,,,,,360 km,1 000 m,,1°,,6 or 12 min⁻¹,,
karte093.en.html,P-90 “Pamir”,S-Band,,,,,,2.7 … 3 MW,,360 km,,,,,2.5 … 5 min⁻¹,,
karte094.en.html,ARSR-3,"1 250 … 1 350 MHz
	(L-Band)",,310 … 365 Hz,2 µs,,,5 MW,3.3 kW,240 NM (≙ 445 km),450 m,,1.1°,,5 min⁻¹,,
karte095.en.html,AN/FPS-71,"1 220 … 1 350 MHz
	(L-Band)",,325 … 400 Hz,2 µs,,,5 MW,,200 NM (≙ 370 km),,3%,1.4°,,6 min⁻¹,,
karte096.en.html,AN/MPN-11,,"2 780 … 2 820 MHz
	(S-Band)",,1 500 Hz,1 µs,,,600 kW,,30 NM (≙ 55 km),150 m,,3.3°,,,,
karte097.en.html,AN/SPN-5,"9 320 … 9 430 MHz
	(X-Band)",,3000 or 750 Hz,0.25 or 1 µs,,,30 kW,25 W,40 NM (≙ 74 km),,,1.8°,,10 min⁻¹,,
karte098.en.html,BSPS-1,"9 320 … 9 500 MHz
	(X-Band)",,,,,,250 kW,,,,,1.6°,,,,
karte099.en.html,AN/GPN-2,"2 869 … 2 900 MHz
	(S-Band)",,2 000 Hz,0.5 µs,,,200 kW,,30 NM (≙ 55 km),,,,,,,
